date_capteur,date_satellite,days_diff,station_id,latitude,longitude,pH,oxygene_dissous,COD,CODMn,NH4N,TPH,DIP,DIN,quality_score,NDWI,chlorophyll_index,turbidity_index,is_interpolated
2018-08-13,2018-08-13,0,14,41.1889225,122.1876454,7.7,5.539999999999999,0.86,6.133333333333333,0.4633333333333334,0.014,0.008,0.145,8.333333333333334,-0.22326949673348886,1.1841202450253965,180200.0,True
2018-08-20,2018-08-20,0,14,41.1889225,122.1876454,7.766666666666667,6.016666666666666,0.86,6.355555555555555,0.43222222222222223,0.014,0.008,0.145,8.88888888888889,-0.2268923727053504,1.1989931643277814,176000.0,True
2018-08-27,2018-08-27,0,14,41.1889225,122.1876454,7.833333333333334,6.493333333333332,0.86,6.5777777777777775,0.4011111111111111,0.014,0.008,0.145,9.444444444444445,-0.23051524867721196,1.2138660836301662,171800.0,True
2018-09-03,2018-09-09,6,14,41.1889225,122.1876454,7.9,6.97,0.86,6.8,0.37,0.014,0.008,0.145,10.0,-0.2341381246490735,1.2287390029325511,167600.0,False
2018-09-10,2018-09-10,0,14,41.1889225,122.1876454,8.05,7.840000000000001,0.86,6.45,0.345,0.014,0.008,0.145,10.0,-0.2341381246490735,1.2287390029325511,167600.0,True
2018-09-17,2018-09-09,8,14,41.1889225,122.1876454,8.2,8.71,0.86,6.1,0.32,0.014,0.008,0.145,10.0,-0.2341381246490735,1.2287390029325511,167600.0,False
2018-09-24,2018-09-24,0,14,41.1889225,122.1876454,8.223076923076922,9.501538461538463,0.86,6.3,0.3069230769230769,0.014,0.008,0.145,10.0,-0.23195601436563038,1.2261459012214577,159515.38461538462,True
2018-10-01,2018-10-01,0,14,41.1889225,122.1876454,8.246153846153845,10.293076923076924,0.86,6.5,0.29384615384615387,0.014,0.008,0.145,10.0,-0.22977390408218723,1.2235527995103643,151430.76923076922,True
2018-10-08,2018-10-08,0,14,41.1889225,122.1876454,8.269230769230768,11.084615384615386,0.86,6.699999999999999,0.28076923076923077,0.014,0.008,0.145,10.0,-0.2275917937987441,1.220959697799271,143346.15384615384,True
2018-10-15,2018-10-15,0,14,41.1889225,122.1876454,8.292307692307691,11.876153846153848,0.86,6.8999999999999995,0.2676923076923077,0.014,0.008,0.145,10.0,-0.22540968351530097,1.2183665960881773,135261.53846153847,True
2018-10-22,2018-10-22,0,14,41.1889225,122.1876454,8.315384615384614,12.667692307692308,0.86,7.1,0.25461538461538463,0.014,0.008,0.145,10.0,-0.22322757323185785,1.215773494377084,127176.92307692308,True
2018-10-29,2018-10-29,0,14,41.1889225,122.1876454,8.338461538461537,13.45923076923077,0.86,7.299999999999999,0.24153846153846154,0.014,0.008,0.145,10.0,-0.2210454629484147,1.2131803926659905,119092.30769230769,True
2018-11-05,2018-11-05,0,14,41.1889225,122.1876454,8.361538461538462,14.250769230769231,0.86,7.499999999999999,0.22846153846153847,0.014,0.008,0.145,10.0,-0.2188633526649716,1.2105872909548971,111007.69230769231,True
2018-11-12,2018-11-12,0,14,41.1889225,122.1876454,8.384615384615385,15.042307692307693,0.86,7.699999999999999,0.2153846153846154,0.014,0.008,0.145,10.0,-0.21668124238152844,1.2079941892438038,102923.07692307692,True
2018-11-19,2018-11-19,0,14,41.1889225,122.1876454,8.407692307692308,15.833846153846155,0.86,7.8999999999999995,0.2023076923076923,0.014,0.008,0.145,10.0,-0.21449913209808533,1.2054010875327104,94838.46153846153,True
2018-11-26,2018-11-26,0,14,41.1889225,122.1876454,8.430769230769231,16.625384615384615,0.86,8.1,0.18923076923076923,0.014,0.008,0.145,10.0,-0.21231702181464218,1.2028079858216167,86753.84615384616,True
2018-12-03,2018-12-03,0,14,41.1889225,122.1876454,8.453846153846154,17.416923076923077,0.86,8.299999999999999,0.17615384615384616,0.014,0.008,0.145,10.0,-0.21013491153119906,1.2002148841105234,78669.23076923077,True
2018-12-10,2018-12-10,0,14,41.1889225,122.1876454,8.476923076923077,18.20846153846154,0.86,8.5,0.1630769230769231,0.014,0.008,0.145,10.0,-0.20795280124775592,1.19762178239943,70584.61538461539,True
2018-12-17,2018-12-18,1,14,41.1889225,122.1876454,8.5,19.0,0.86,8.7,0.15,0.014,0.008,0.145,10.0,-0.2057706909643128,1.1950286806883366,62500.0,False
2018-12-24,2018-12-25,1,14,41.1889225,122.1876454,8.4,18.5,0.86,8.7,0.14,0.014,0.008,0.145,10.0,-0.2710743801652892,1.0770975056689345,47500.0,False
2017-12-18,2018-01-05,18,16,53.480873,122.3556112,6.3,8.57,0.86,2.9,0.48,0.014,0.008,0.145,7.0,-0.075881646467955,1.0387523629489603,439600.0,False
2017-12-25,2018-01-05,11,16,53.480873,122.3556112,6.3,8.27,0.86,3.4,0.32,0.014,0.008,0.145,7.0,-0.075881646467955,1.0387523629489603,439600.0,False
2018-01-01,2018-01-01,0,16,53.480873,122.3556112,6.5,7.5,0.86,4.15,0.26,0.014,0.008,0.145,8.5,-0.075881646467955,1.0387523629489603,439600.0,True
2018-01-08,2018-01-05,3,16,53.480873,122.3556112,6.7,6.73,0.86,4.9,0.2,0.014,0.008,0.145,10.0,-0.075881646467955,1.0387523629489603,439600.0,False
2018-01-15,2018-01-15,0,16,53.480873,122.3556112,6.6000000000000005,6.82,0.86,4.366666666666667,0.30333333333333334,0.014,0.008,0.145,9.0,-0.07668070386950147,1.052248919542775,501900.0,True
2018-01-22,2018-01-22,0,16,53.480873,122.3556112,6.5,6.91,0.86,3.833333333333333,0.4066666666666667,0.014,0.008,0.145,8.0,-0.07747976127104793,1.06574547613659,564200.0,True
2018-01-29,2018-02-14,16,16,53.480873,122.3556112,6.4,7.0,0.86,3.3,0.51,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,False
2018-02-05,2018-02-05,0,16,53.480873,122.3556112,6.4,7.023333333333333,0.86,3.333333333333333,0.42,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,True
2018-02-12,2018-02-12,0,16,53.480873,122.3556112,6.4,7.046666666666667,0.86,3.3666666666666667,0.32999999999999996,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,True
2018-02-19,2018-02-14,5,16,53.480873,122.3556112,6.4,7.07,0.86,3.4,0.24,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,False
2018-02-26,2018-02-14,12,16,53.480873,122.3556112,6.4,7.57,0.86,3.4,0.28,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,False
2018-03-05,2018-03-05,0,16,53.480873,122.3556112,6.4,6.93,0.86,3.4499999999999997,0.29000000000000004,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,True
2018-03-12,2018-02-14,26,16,53.480873,122.3556112,6.4,6.29,0.86,3.5,0.3,0.014,0.008,0.145,7.0,-0.0782788186725944,1.0792420327304049,626500.0,False
2017-10-23,2017-11-09,17,17,29.0557678,112.3110917,7.3,10.5,0.86,3.4,0.11,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,False
2017-10-30,2017-11-09,10,17,29.0557678,112.3110917,7.2,9.79,0.86,3.0,0.07,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,False
2017-11-06,2017-11-09,3,17,29.0557678,112.3110917,7.2,8.7,0.86,3.0,0.09,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,False
2017-11-13,2017-11-13,0,17,29.0557678,112.3110917,7.2,9.433333333333334,0.86,3.0,0.11,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,True
2017-11-20,2017-11-20,0,17,29.0557678,112.3110917,7.2,10.166666666666666,0.86,3.0,0.13,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,True
2017-11-27,2017-11-09,18,17,29.0557678,112.3110917,7.2,10.9,0.86,3.0,0.15,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,False
2017-12-04,2017-11-09,25,17,29.0557678,112.3110917,7.4,8.86,0.86,3.1,0.19,0.014,0.008,0.145,10.0,-0.5392405063291139,0.804945054945055,58600.0,False
2017-12-11,2017-12-11,0,17,29.0557678,112.3110917,7.550000000000001,9.077499999999999,0.86,3.1875,0.19,0.014,0.008,0.145,9.625,-0.5621310728580261,0.8741764601139601,58612.5,True
2017-12-18,2017-12-18,0,17,29.0557678,112.3110917,7.7,9.295,0.86,3.275,0.19,0.014,0.008,0.145,9.25,-0.5850216393869383,0.9434078652828654,58625.0,True
2017-12-25,2017-12-25,0,17,29.0557678,112.3110917,7.85,9.5125,0.86,3.3625,0.19,0.014,0.008,0.145,8.875,-0.6079122059158505,1.0126392704517706,58637.5,True
2018-01-01,2018-01-01,0,17,29.0557678,112.3110917,8.0,9.73,0.86,3.45,0.19,0.014,0.008,0.145,8.5,-0.6308027724447627,1.0818706756206757,58650.0,True
2018-01-08,2018-01-08,0,17,29.0557678,112.3110917,8.15,9.9475,0.86,3.5375,0.19,0.014,0.008,0.145,8.125,-0.6536933389736748,1.1511020807895809,58662.5,True
2018-01-15,2018-01-15,0,17,29.0557678,112.3110917,8.299999999999999,10.165,0.86,3.625,0.19,0.014,0.008,0.145,7.75,-0.676583905502587,1.220333485958486,58675.0,True
2018-01-22,2018-01-22,0,17,29.0557678,112.3110917,8.45,10.3825,0.86,3.7125,0.19,0.014,0.008,0.145,7.375,-0.6994744720314992,1.2895648911273914,58687.5,True
2018-01-29,2018-02-12,14,17,29.0557678,112.3110917,8.6,10.6,0.86,3.8,0.19,0.014,0.008,0.145,7.0,-0.7223650385604113,1.3587962962962965,58700.0,False
2018-02-05,2018-02-05,0,17,29.0557678,112.3110917,8.566666666666666,9.58,0.86,3.1666666666666665,0.15333333333333332,0.014,0.008,0.145,8.0,-0.7223650385604113,1.3587962962962965,58700.0,True
2018-02-12,2018-02-12,0,17,29.0557678,112.3110917,8.533333333333333,8.56,0.86,2.533333333333333,0.11666666666666667,0.014,0.008,0.145,9.0,-0.7223650385604113,1.3587962962962965,58700.0,True
2018-02-19,2018-02-12,7,17,29.0557678,112.3110917,8.5,7.54,0.86,1.9,0.08,0.014,0.008,0.145,10.0,-0.7223650385604113,1.3587962962962965,58700.0,False
2018-02-26,2018-02-12,14,17,29.0557678,112.3110917,8.5,6.77,0.86,3.3,0.09,0.014,0.008,0.145,10.0,-0.7223650385604113,1.3587962962962965,58700.0,False
2018-03-05,2018-03-05,0,17,29.0557678,112.3110917,8.45,6.555,0.86,3.5,0.125,0.014,0.008,0.145,10.0,-0.7223650385604113,1.3587962962962965,58700.0,True
2018-03-12,2018-02-12,28,17,29.0557678,112.3110917,8.4,6.34,0.86,3.7,0.16,0.014,0.008,0.145,10.0,-0.7223650385604113,1.3587962962962965,58700.0,False
2018-03-19,2018-03-19,0,17,29.0557678,112.3110917,8.38888888888889,6.373333333333333,0.86,3.7111111111111112,0.16777777777777778,0.014,0.008,0.145,10.0,-0.7237639665025029,1.3295719872749032,57418.51851851852,True
2018-03-26,2018-03-26,0,17,29.0557678,112.3110917,8.377777777777778,6.406666666666666,0.86,3.7222222222222223,0.17555555555555555,0.014,0.008,0.145,10.0,-0.7251628944445943,1.3003476782535097,56137.03703703704,True
2018-04-02,2018-04-02,0,17,29.0557678,112.3110917,8.366666666666667,6.4399999999999995,0.86,3.7333333333333334,0.18333333333333335,0.014,0.008,0.145,10.0,-0.7265618223866858,1.2711233692321164,54855.555555555555,True
2018-04-09,2018-04-09,0,17,29.0557678,112.3110917,8.355555555555556,6.473333333333334,0.86,3.7444444444444445,0.19111111111111112,0.014,0.008,0.145,10.0,-0.7279607503287773,1.2418990602107232,53574.07407407407,True
2018-04-16,2018-04-16,0,17,29.0557678,112.3110917,8.344444444444445,6.506666666666667,0.86,3.7555555555555555,0.1988888888888889,0.014,0.008,0.145,10.0,-0.7293596782708688,1.2126747511893297,52292.59259259259,True
2018-04-23,2018-04-23,0,17,29.0557678,112.3110917,8.333333333333334,6.54,0.86,3.7666666666666666,0.20666666666666667,0.014,0.008,0.145,10.0,-0.7307586062129602,1.1834504421679364,51011.11111111111,True
2018-04-30,2018-04-30,0,17,29.0557678,112.3110917,8.322222222222223,6.573333333333333,0.86,3.777777777777778,0.21444444444444444,0.014,0.008,0.145,10.0,-0.7321575341550517,1.154226133146543,49729.62962962963,True
2018-05-07,2018-05-07,0,17,29.0557678,112.3110917,8.311111111111112,6.6066666666666665,0.86,3.788888888888889,0.2222222222222222,0.014,0.008,0.145,10.0,-0.7335564620971432,1.1250018241251498,48448.148148148146,True
2018-05-14,2018-05-14,0,17,29.0557678,112.3110917,8.3,6.64,0.86,3.8000000000000003,0.22999999999999998,0.014,0.008,0.145,10.0,-0.7349553900392346,1.0957775151037563,47166.666666666664,True
2018-05-21,2018-05-21,0,17,29.0557678,112.3110917,8.28888888888889,6.673333333333334,0.86,3.8111111111111113,0.23777777777777775,0.014,0.008,0.145,10.0,-0.7363543179813261,1.066553206082363,45885.18518518518,True
2018-05-28,2018-05-28,0,17,29.0557678,112.3110917,8.277777777777779,6.706666666666667,0.86,3.8222222222222224,0.24555555555555555,0.014,0.008,0.145,10.0,-0.7377532459234176,1.0373288970609698,44603.70370370371,True
2018-06-04,2018-06-04,0,17,29.0557678,112.3110917,8.266666666666667,6.74,0.86,3.8333333333333335,0.2533333333333333,0.014,0.008,0.145,10.0,-0.739152173865509,1.0081045880395765,43322.22222222222,True
2018-06-11,2018-06-11,0,17,29.0557678,112.3110917,8.255555555555556,6.773333333333333,0.86,3.8444444444444446,0.2611111111111111,0.014,0.008,0.145,10.0,-0.7405511018076005,0.978880279018183,42040.740740740745,True
2018-06-18,2018-06-18,0,17,29.0557678,112.3110917,8.244444444444444,6.806666666666667,0.86,3.8555555555555556,0.2688888888888889,0.014,0.008,0.145,10.0,-0.741950029749692,0.9496559699967897,40759.259259259255,True
2018-06-25,2018-06-25,0,17,29.0557678,112.3110917,8.233333333333333,6.84,0.86,3.8666666666666667,0.27666666666666667,0.014,0.008,0.145,10.0,-0.7433489576917836,0.9204316609753963,39477.77777777778,True
2018-07-02,2018-07-02,0,17,29.0557678,112.3110917,8.222222222222221,6.873333333333333,0.86,3.8777777777777778,0.28444444444444444,0.014,0.008,0.145,10.0,-0.744747885633875,0.8912073519540029,38196.29629629629,True
2018-07-09,2018-07-09,0,17,29.0557678,112.3110917,8.21111111111111,6.906666666666666,0.86,3.888888888888889,0.2922222222222222,0.014,0.008,0.145,10.0,-0.7461468135759665,0.8619830429326096,36914.81481481482,True
2018-07-16,2018-07-16,0,17,29.0557678,112.3110917,8.2,6.94,0.86,3.9,0.3,0.014,0.008,0.145,10.0,-0.747545741518058,0.8327587339112162,35633.33333333333,True
2018-07-23,2018-07-23,0,17,29.0557678,112.3110917,8.188888888888888,6.973333333333334,0.86,3.911111111111111,0.30777777777777776,0.014,0.008,0.145,10.0,-0.7489446694601494,0.803534424889823,34351.851851851854,True
2018-07-30,2018-07-30,0,17,29.0557678,112.3110917,8.177777777777777,7.006666666666667,0.86,3.9222222222222225,0.31555555555555553,0.014,0.008,0.145,10.0,-0.7503435974022409,0.7743101158684296,33070.37037037037,True
2018-08-06,2018-08-06,0,17,29.0557678,112.3110917,8.166666666666666,7.04,0.86,3.9333333333333336,0.32333333333333336,0.014,0.008,0.145,10.0,-0.7517425253443324,0.7450858068470362,31788.88888888889,True
2018-08-13,2018-08-13,0,17,29.0557678,112.3110917,8.155555555555555,7.073333333333333,0.86,3.9444444444444446,0.33111111111111113,0.014,0.008,0.145,10.0,-0.7531414532864238,0.7158614978256429,30507.40740740741,True
2018-08-20,2018-08-20,0,17,29.0557678,112.3110917,8.144444444444444,7.1066666666666665,0.86,3.9555555555555557,0.3388888888888889,0.014,0.008,0.145,10.0,-0.7545403812285153,0.6866371888042495,29225.925925925927,True
2018-08-27,2018-08-27,0,17,29.0557678,112.3110917,8.133333333333333,7.140000000000001,0.86,3.966666666666667,0.3466666666666667,0.014,0.008,0.145,10.0,-0.7559393091706068,0.6574128797828562,27944.444444444445,True
2018-09-03,2018-09-03,0,17,29.0557678,112.3110917,8.122222222222222,7.173333333333334,0.86,3.977777777777778,0.35444444444444445,0.014,0.008,0.145,10.0,-0.7573382371126983,0.6281885707614628,26662.962962962964,True
2018-09-10,2018-09-10,0,17,29.0557678,112.3110917,8.11111111111111,7.206666666666667,0.86,3.988888888888889,0.3622222222222222,0.014,0.008,0.145,10.0,-0.7587371650547897,0.5989642617400694,25381.48148148148,True
2018-09-17,2018-10-05,18,17,29.0557678,112.3110917,8.1,7.24,0.86,4.0,0.37,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,False
2018-09-24,2018-09-24,0,17,29.0557678,112.3110917,8.15,7.541666666666667,0.86,4.183333333333334,0.38166666666666665,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,True
2018-10-01,2018-10-01,0,17,29.0557678,112.3110917,8.2,7.843333333333334,0.86,4.366666666666666,0.3933333333333333,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,True
2018-10-08,2018-10-08,0,17,29.0557678,112.3110917,8.25,8.145000000000001,0.86,4.55,0.405,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,True
2018-10-15,2018-10-15,0,17,29.0557678,112.3110917,8.3,8.446666666666667,0.86,4.733333333333333,0.4166666666666667,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,True
2018-10-22,2018-10-22,0,17,29.0557678,112.3110917,8.35,8.748333333333335,0.86,4.916666666666666,0.42833333333333334,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,True
2018-10-29,2018-10-05,24,17,29.0557678,112.3110917,8.4,9.05,0.86,5.1,0.44,0.014,0.008,0.145,10.0,-0.7601360929968812,0.5697399527186762,24100.0,False
2018-11-05,2018-11-05,0,17,29.0557678,112.3110917,8.425,9.20625,0.86,4.9125,0.4125,0.014,0.008,0.145,9.625,-0.7216233024006671,0.6163445874803822,29500.0,True
2018-11-12,2018-11-12,0,17,29.0557678,112.3110917,8.45,9.3625,0.86,4.725,0.385,0.014,0.008,0.145,9.25,-0.6831105118044529,0.6629492222420883,34900.0,True
2018-11-19,2018-11-19,0,17,29.0557678,112.3110917,8.475,9.51875,0.86,4.5375,0.35750000000000004,0.014,0.008,0.145,8.875,-0.6445977212082388,0.7095538570037945,40300.0,True
2018-11-26,2018-11-26,0,17,29.0557678,112.3110917,8.5,9.675,0.86,4.35,0.33,0.014,0.008,0.145,8.5,-0.6060849306120246,0.7561584917655005,45700.0,True
2018-12-03,2018-12-03,0,17,29.0557678,112.3110917,8.525,9.83125,0.86,4.1625,0.3025,0.014,0.008,0.145,8.125,-0.5675721400158105,0.8027631265272066,51100.0,True
2018-12-10,2018-12-10,0,17,29.0557678,112.3110917,8.55,9.9875,0.86,3.975,0.275,0.014,0.008,0.145,7.75,-0.5290593494195963,0.8493677612889127,56500.0,True
2018-12-17,2018-12-17,0,17,29.0557678,112.3110917,8.575,10.14375,0.86,3.7875,0.24750000000000003,0.014,0.008,0.145,7.375,-0.49054655882338216,0.8959723960506187,61900.0,True
2018-12-24,2019-01-23,30,17,29.0557678,112.3110917,8.6,10.3,0.86,3.6,0.22,0.014,0.008,0.145,7.0,-0.452033768227168,0.9425770308123248,67300.0,False
2018-02-19,2018-03-19,28,18,42.2662772,129.2105461,7.5,7.56,0.86,4.1,0.23,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-02-26,2018-03-19,21,18,42.2662772,129.2105461,7.4,7.59,0.86,4.3,0.22,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-03-05,2018-03-05,0,18,42.2662772,129.2105461,7.45,7.59,0.86,4.3,0.245,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,True
2018-03-12,2018-03-19,7,18,42.2662772,129.2105461,7.5,7.59,0.86,4.3,0.27,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-03-19,2018-03-19,0,18,42.2662772,129.2105461,7.5,7.7,0.86,4.2,0.25,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-03-26,2018-03-19,7,18,42.2662772,129.2105461,7.5,7.66,0.86,4.4,0.26,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-04-02,2018-03-19,14,18,42.2662772,129.2105461,7.6,7.55,0.86,4.2,0.25,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-04-09,2018-03-19,21,18,42.2662772,129.2105461,7.6,7.57,0.86,4.3,0.26,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-04-16,2018-03-19,28,18,42.2662772,129.2105461,7.5,7.66,0.86,4.2,0.23,0.014,0.008,0.145,10.0,-0.3449443638122883,1.4076809453471195,95300.0,False
2018-04-23,2018-04-23,0,18,42.2662772,129.2105461,7.502857142857143,7.700857142857143,0.86,4.180000000000001,0.23085714285714287,0.014,0.008,0.145,10.0,-0.3466559355736293,1.4165620188663024,94565.71428571429,True
2018-04-30,2018-04-30,0,18,42.2662772,129.2105461,7.505714285714285,7.741714285714286,0.86,4.16,0.23171428571428573,0.014,0.008,0.145,10.0,-0.3483675073349702,1.4254430923854853,93831.42857142857,True
2018-05-07,2018-05-07,0,18,42.2662772,129.2105461,7.508571428571429,7.782571428571429,0.86,4.140000000000001,0.23257142857142857,0.014,0.008,0.145,10.0,-0.35007907909631114,1.434324165904668,93097.14285714286,True
2018-05-14,2018-05-14,0,18,42.2662772,129.2105461,7.511428571428572,7.823428571428572,0.86,4.12,0.23342857142857143,0.014,0.008,0.145,10.0,-0.3517906508576521,1.4432052394238508,92362.85714285714,True
2018-05-21,2018-05-21,0,18,42.2662772,129.2105461,7.514285714285714,7.864285714285715,0.86,4.1000000000000005,0.2342857142857143,0.014,0.008,0.145,10.0,-0.353502222618993,1.4520863129430337,91628.57142857143,True
2018-05-28,2018-05-28,0,18,42.2662772,129.2105461,7.517142857142857,7.905142857142858,0.86,4.08,0.23514285714285715,0.014,0.008,0.145,10.0,-0.35521379438033396,1.4609673864622166,90894.28571428571,True
2018-06-04,2018-06-04,0,18,42.2662772,129.2105461,7.52,7.946,0.86,4.0600000000000005,0.23600000000000002,0.014,0.008,0.145,10.0,-0.3569253661416749,1.4698484599813992,90160.0,True
2018-06-11,2018-06-11,0,18,42.2662772,129.2105461,7.522857142857143,7.986857142857143,0.86,4.04,0.23685714285714288,0.014,0.008,0.145,10.0,-0.3586369379030158,1.4787295335005821,89425.71428571429,True
2018-06-18,2018-06-18,0,18,42.2662772,129.2105461,7.525714285714286,8.027714285714286,0.86,4.0200000000000005,0.2377142857142857,0.014,0.008,0.145,10.0,-0.3603485096643568,1.487610607019765,88691.42857142857,True
2018-06-25,2018-06-25,0,18,42.2662772,129.2105461,7.5285714285714285,8.06857142857143,0.86,4.0,0.23857142857142857,0.014,0.008,0.145,10.0,-0.36206008142569773,1.4964916805389479,87957.14285714286,True
2018-07-02,2018-07-02,0,18,42.2662772,129.2105461,7.531428571428571,8.109428571428571,0.86,3.98,0.23942857142857144,0.014,0.008,0.145,10.0,-0.36377165318703863,1.5053727540581305,87222.85714285714,True
2018-07-09,2018-07-09,0,18,42.2662772,129.2105461,7.534285714285714,8.150285714285715,0.86,3.96,0.2402857142857143,0.014,0.008,0.145,10.0,-0.3654832249483796,1.5142538275773134,86488.57142857143,True
2018-07-16,2018-07-16,0,18,42.2662772,129.2105461,7.537142857142857,8.191142857142857,0.86,3.94,0.24114285714285716,0.014,0.008,0.145,10.0,-0.36719479670972055,1.5231349010964963,85754.28571428571,True
2018-07-23,2018-07-23,0,18,42.2662772,129.2105461,7.54,8.232,0.86,3.92,0.24200000000000002,0.014,0.008,0.145,10.0,-0.36890636847106145,1.5320159746156792,85020.0,True
2018-07-30,2018-07-30,0,18,42.2662772,129.2105461,7.542857142857143,8.272857142857143,0.86,3.9000000000000004,0.24285714285714285,0.014,0.008,0.145,10.0,-0.3706179402324024,1.540897048134862,84285.71428571429,True
2018-08-06,2018-08-06,0,18,42.2662772,129.2105461,7.545714285714285,8.313714285714285,0.86,3.88,0.24371428571428572,0.014,0.008,0.145,10.0,-0.3723295119937433,1.5497781216540447,83551.42857142857,True
2018-08-13,2018-08-13,0,18,42.2662772,129.2105461,7.548571428571428,8.354571428571429,0.86,3.8600000000000003,0.24457142857142858,0.014,0.008,0.145,10.0,-0.37404108375508427,1.5586591951732276,82817.14285714286,True
2018-08-20,2018-08-20,0,18,42.2662772,129.2105461,7.551428571428572,8.395428571428571,0.86,3.84,0.24542857142857144,0.014,0.008,0.145,10.0,-0.3757526555164252,1.5675402686924105,82082.85714285714,True
2018-08-27,2018-08-27,0,18,42.2662772,129.2105461,7.554285714285714,8.436285714285715,0.86,3.8200000000000003,0.2462857142857143,0.014,0.008,0.145,10.0,-0.3774642272777662,1.5764213422115934,81348.57142857142,True
2018-09-03,2018-09-03,0,18,42.2662772,129.2105461,7.557142857142857,8.477142857142857,0.86,3.8000000000000003,0.24714285714285716,0.014,0.008,0.145,10.0,-0.3791757990391071,1.585302415730776,80614.28571428571,True
2018-09-10,2018-09-10,0,18,42.2662772,129.2105461,7.56,8.518,0.86,3.7800000000000002,0.248,0.014,0.008,0.145,10.0,-0.38088737080044804,1.594183489249959,79880.0,True
2018-09-17,2018-09-17,0,18,42.2662772,129.2105461,7.562857142857142,8.558857142857143,0.86,3.7600000000000002,0.24885714285714286,0.014,0.008,0.145,10.0,-0.38259894256178895,1.6030645627691418,79145.71428571429,True
2018-09-24,2018-09-24,0,18,42.2662772,129.2105461,7.565714285714286,8.599714285714287,0.86,3.74,0.24971428571428572,0.014,0.008,0.145,10.0,-0.3843105143231299,1.6119456362883247,78411.42857142858,True
2018-10-01,2018-10-01,0,18,42.2662772,129.2105461,7.5685714285714285,8.640571428571429,0.86,3.72,0.25057142857142856,0.014,0.008,0.145,10.0,-0.38602208608447086,1.6208267098075075,77677.14285714286,True
2018-10-08,2018-10-08,0,18,42.2662772,129.2105461,7.571428571428571,8.681428571428572,0.86,3.7,0.25142857142857145,0.014,0.008,0.145,10.0,-0.38773365784581176,1.6297077833266902,76942.85714285714,True
2018-10-15,2018-10-15,0,18,42.2662772,129.2105461,7.574285714285714,8.722285714285714,0.86,3.68,0.2522857142857143,0.014,0.008,0.145,10.0,-0.3894452296071527,1.638588856845873,76208.57142857142,True
2018-10-22,2018-10-22,0,18,42.2662772,129.2105461,7.5771428571428565,8.763142857142856,0.86,3.66,0.25314285714285717,0.014,0.008,0.145,10.0,-0.3911568013684937,1.647469930365056,75474.28571428571,True
2018-10-29,2018-10-29,0,18,42.2662772,129.2105461,7.58,8.804,0.86,3.64,0.254,0.014,0.008,0.145,10.0,-0.3928683731298346,1.6563510038842388,74740.0,True
2018-11-05,2018-11-05,0,18,42.2662772,129.2105461,7.582857142857143,8.844857142857142,0.86,3.62,0.2548571428571429,0.014,0.008,0.145,10.0,-0.39457994489117554,1.6652320774034215,74005.71428571429,True
2018-11-12,2018-11-12,0,18,42.2662772,129.2105461,7.585714285714285,8.885714285714286,0.86,3.6,0.2557142857142857,0.014,0.008,0.145,10.0,-0.3962915166525165,1.6741131509226044,73271.42857142858,True
2018-11-19,2018-11-19,0,18,42.2662772,129.2105461,7.588571428571428,8.926571428571428,0.86,3.58,0.25657142857142856,0.014,0.008,0.145,10.0,-0.3980030884138574,1.6829942244417873,72537.14285714286,True
